"function_name","file"
"optimize_stability_greedy","R/scan_stability.R"
"scan.stability","R/scan_stability.R"
"build.se.tree","R/se_tree.R"
"print.se_tree","R/se_tree.R"
"print.phylotype_selection","R/select_phylotypes_for_assoc.R"
"select.phylotypes.for.assoc","R/select_phylotypes_for_assoc.R"
"select3D.points","R/select_pts.R"
"select3D.points.html","R/select_pts.R"
"select3D.points.plotly","R/select_pts.R"
"select3D.points.profiles","R/select_pts.R"
"show.profile","R/select_pts.R"
"create.sknn.graph","R/sknn_graphs.R"
"print.sknn_graph","R/sknn_graphs.R"
".slpl.tf.cv","R/slpl_tf.R"
".slpl.tf.decorate.cv","R/slpl_tf.R"
".slpl.tf.fit.from.operator","R/slpl_tf.R"
".slpl.tf.fit.operator.grid","R/slpl_tf.R"
".slpl.tf.genlasso.path","R/slpl_tf.R"
".slpl.tf.inclusive.kernel.weights","R/slpl_tf.R"
".slpl.tf.inclusive.support.from.lpl","R/slpl_tf.R"
".slpl.tf.is.svd.backend.error","R/slpl_tf.R"
".slpl.tf.operator.diagnostics","R/slpl_tf.R"
".slpl.tf.operator.selection.row","R/slpl_tf.R"
".slpl.tf.operator.selection.score","R/slpl_tf.R"
".slpl.tf.polynomial.residual","R/slpl_tf.R"
".slpl.tf.prepare.fit.operator","R/slpl_tf.R"
".slpl.tf.sync.operator.from.lpl","R/slpl_tf.R"
".slpl.tf.sync.rows.from.maps","R/slpl_tf.R"
".slpl.tf.update.cv.selection","R/slpl_tf.R"
".slpl.tf.validate.lambda.grid","R/slpl_tf.R"
"fit.slpl.tf","R/slpl_tf.R"
"predict.slpl_tf","R/slpl_tf.R"
"print.slpl_tf_operator","R/slpl_tf.R"
"refit.slpl.tf","R/slpl_tf.R"
"slpl.tf.operator","R/slpl_tf.R"
".gflow.fit.curve.with.ci","R/spline_replacements.R"
".gflow.fit.gcv.smoother","R/spline_replacements.R"
".gflow.fit.iknn.trend","R/spline_replacements.R"
".gflow.prepare.spline.data","R/spline_replacements.R"
".gflow.safe.spline.predict","R/spline_replacements.R"
".gflow.safe.weighted.mean","R/spline_replacements.R"
".gflow.select.spline.spar","R/spline_replacements.R"
".gflow.with.external.BB.spline","R/spline_replacements.R"
"gflow.smooth.spline","R/spline_replacements.R"
".fit.ssrhe.hessian.from.operator","R/ssrhe_hessian_energy.R"
".fit.ssrhe.hessian.gcv.from.operator","R/ssrhe_hessian_energy.R"
".fit.ssrhe.hessian.l1.from.operator","R/ssrhe_hessian_energy.R"
".fit.ssrhe.hessian.l1.path","R/ssrhe_hessian_energy.R"
".prepare.ssrhe.cv.folds","R/ssrhe_hessian_energy.R"
".prepare.ssrhe.neighborhood","R/ssrhe_hessian_energy.R"
".prepare.ssrhe.response.matrix","R/ssrhe_hessian_energy.R"
".prepare.ssrhe.weight.matrix","R/ssrhe_hessian_energy.R"
".solve.ssrhe.hessian.system","R/ssrhe_hessian_energy.R"
".ssrhe.default.min.support","R/ssrhe_hessian_energy.R"
".ssrhe.design.ncol","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.admm","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.admm.grid","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.coef.matrix","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.cv","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.default.lambda.grid","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.diagnostics","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.l1.penalty.matrix","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.smoother.trace","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.smoother.trace.exact","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.smoother.trace.hutchinson","R/ssrhe_hessian_energy.R"
".ssrhe.hessian.system.matrix","R/ssrhe_hessian_energy.R"
".ssrhe.local.geometry.diagnostics","R/ssrhe_hessian_energy.R"
".ssrhe.nearest.outside.support","R/ssrhe_hessian_energy.R"
".ssrhe.operator.timing.row","R/ssrhe_hessian_energy.R"
".ssrhe.soft.threshold","R/ssrhe_hessian_energy.R"
".ssrhe.support.diagnostics","R/ssrhe_hessian_energy.R"
".ssrhe.trace.grid.seed","R/ssrhe_hessian_energy.R"
".ssrhe.triplet.to.sparse","R/ssrhe_hessian_energy.R"
".ssrhe.with.optional.seed","R/ssrhe_hessian_energy.R"
".validate.ssrhe.derivative.order","R/ssrhe_hessian_energy.R"
".validate.ssrhe.hessian.l1.lambda.grid","R/ssrhe_hessian_energy.R"
".validate.ssrhe.hessian.l1.solver.args","R/ssrhe_hessian_energy.R"
".validate.ssrhe.lambda.grid","R/ssrhe_hessian_energy.R"
".validate.ssrhe.nn.index","R/ssrhe_hessian_energy.R"
".validate.ssrhe.nonnegative.integer","R/ssrhe_hessian_energy.R"
".validate.ssrhe.nonnegative.scalar","R/ssrhe_hessian_energy.R"
".validate.ssrhe.numeric.scalar","R/ssrhe_hessian_energy.R"
".validate.ssrhe.optional.seed","R/ssrhe_hessian_energy.R"
".validate.ssrhe.positive.integer","R/ssrhe_hessian_energy.R"
".validate.ssrhe.support.grid","R/ssrhe_hessian_energy.R"
".validate.ssrhe.support.index","R/ssrhe_hessian_energy.R"
".validate.ssrhe.X","R/ssrhe_hessian_energy.R"
"fit.ssrhe.hessian.l1.regression","R/ssrhe_hessian_energy.R"
"fit.ssrhe.hessian.regression","R/ssrhe_hessian_energy.R"
"fit.ssrhe.hessian.regression.cv","R/ssrhe_hessian_energy.R"
"fit.ssrhe.hessian.regression.gcv","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.cv.fit","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.fit","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.gcv.fit","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.l1.fit","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.operator","R/ssrhe_hessian_energy.R"
"print.ssrhe.hessian.refit","R/ssrhe_hessian_energy.R"
"refit.ssrhe.hessian.l1.regression","R/ssrhe_hessian_energy.R"
"refit.ssrhe.hessian.regression","R/ssrhe_hessian_energy.R"
"ssrhe.hessian.operator","R/ssrhe_hessian_energy.R"
"ssrhe.support.grid","R/ssrhe_hessian_energy.R"
"analyze.hierarchical.differences","R/stats_utils.R"
"angle.3D","R/stats_utils.R"
"apply.ceiling","R/stats_utils.R"
"apply.floor","R/stats_utils.R"
"bayes.factors.symbols","R/stats_utils.R"
"boa.overlap","R/stats_utils.R"
"break.composition.ties","R/stats_utils.R"
"break.ties","R/stats_utils.R"
"centroid.shift","R/stats_utils.R"
"clamp","R/stats_utils.R"
"compute.bayesian.effects","R/stats_utils.R"
"compute.mad.threshold","R/stats_utils.R"
"compute.pairwise.bayes.factors","R/stats_utils.R"
"compute.tukey.threshold","R/stats_utils.R"
"cross.prod","R/stats_utils.R"
"derivative.second.order.method","R/stats_utils.R"
"disk.to.sphere","R/stats_utils.R"
"ecdf.cpp","R/stats_utils.R"
"entropy","R/stats_utils.R"
"evenness","R/stats_utils.R"
"find.barrier","R/stats_utils.R"
"find.elbow.threshold","R/stats_utils.R"
"find.inflection.pts","R/stats_utils.R"
"find.local.minima","R/stats_utils.R"
"gaussian.second.derivative","R/stats_utils.R"
"internal.find.local.minima","R/stats_utils.R"
"inv.logit","R/stats_utils.R"
"jaccard.index","R/stats_utils.R"
"knn.weighted.mean","R/stats_utils.R"
"L2.normalize.matrix","R/stats_utils.R"
"left.winsorize","R/stats_utils.R"
"matrix.format","R/stats_utils.R"
"minmax.normalize","R/stats_utils.R"
"mode.1D","R/stats_utils.R"
"n.zeros","R/stats_utils.R"
"non.NA.values","R/stats_utils.R"
"non.zero.values","R/stats_utils.R"
"normalize.and.inv.logit","R/stats_utils.R"
"overlap.coefficient","R/stats_utils.R"
"p.cases","R/stats_utils.R"
"pca.optimal.components","R/stats_utils.R"
"pca.project","R/stats_utils.R"
"pca.variance.analysis","R/stats_utils.R"
"pearson.wcor","R/stats_utils.R"
"pearson.wcor.BB.qCrI","R/stats_utils.R"
"persistent.values","R/stats_utils.R"
"prepare.binary.cond.exp","R/stats_utils.R"
"prepare.continuous.outcome","R/stats_utils.R"
"prepare.for.extrema.detection","R/stats_utils.R"
"project.onto.subspace","R/stats_utils.R"
"quantize.cont.var","R/stats_utils.R"
"radial.Lp.transform","R/stats_utils.R"
"Rdensity.distance","R/stats_utils.R"
"restric.to.Linf.unit.sphere","R/stats_utils.R"
"right.winsorize","R/stats_utils.R"
"rm.SS.outliers","R/stats_utils.R"
"robust.log.transform","R/stats_utils.R"
"robust.transform","R/stats_utils.R"
"robust.z.normalize","R/stats_utils.R"
"robust.zscore","R/stats_utils.R"
"scale_to_range","R/stats_utils.R"
"scaled.log.tan","R/stats_utils.R"
"shifted.tan","R/stats_utils.R"
"spectral.features","R/stats_utils.R"
"thresholded.sigmoid","R/stats_utils.R"
"vector.norm","R/stats_utils.R"
"winsorize","R/stats_utils.R"
"winsorize.zscore","R/stats_utils.R"
".build.rdgraph_neighbor_weights","R/subject_neighborhood_stats.R"
".resolve.rdgraph_fit_for_subject_stats","R/subject_neighborhood_stats.R"
"rdgraph.neighbor.weights","R/subject_neighborhood_stats.R"
"subject.neighborhood.stats","R/subject_neighborhood_stats.R"
"bi.gaussian","R/synthetic_data_utils.R"
"bi.gaussian.mixture","R/synthetic_data_utils.R"
"bump.fn","R/synthetic_data_utils.R"
"circular.synthetic.mixture.of.gaussians","R/synthetic_data_utils.R"
"create.gaussian.mixture","R/synthetic_data_utils.R"
"gaussian.mixture.xD","R/synthetic_data_utils.R"
"gaussian.xD","R/synthetic_data_utils.R"
"gaussian.xD.grad","R/synthetic_data_utils.R"
"generate_2d_centers","R/synthetic_data_utils.R"
"generate_amplitudes_2d","R/synthetic_data_utils.R"
"generate_covariances_2d","R/synthetic_data_utils.R"
"generate_sampling_points","R/synthetic_data_utils.R"
"generate_sd_knots","R/synthetic_data_utils.R"
"generate_x_knots","R/synthetic_data_utils.R"
"generate_y_knots","R/synthetic_data_utils.R"
"generate.1d.circular.gaussian.mixture","R/synthetic_data_utils.R"
"generate.1d.gaussian.mixture","R/synthetic_data_utils.R"
"generate.binary.sample.from.gaussian.mixture","R/synthetic_data_utils.R"
"generate.circle","R/synthetic_data_utils.R"
"generate.circle.data","R/synthetic_data_utils.R"
"generate.clustered.data","R/synthetic_data_utils.R"
"generate.noisy.circle.embedding","R/synthetic_data_utils.R"
"generate.partition","R/synthetic_data_utils.R"
"generate.synthetic.function.higher.dim","R/synthetic_data_utils.R"
"generate.trefoil.knot","R/synthetic_data_utils.R"
"get.gaussian.mixture","R/synthetic_data_utils.R"
"get.gaussian.mixture.2d","R/synthetic_data_utils.R"
"ggaussian","R/synthetic_data_utils.R"
"left.asymmetric.bump.fn","R/synthetic_data_utils.R"
"normalize.and.inv.logit.fn","R/synthetic_data_utils.R"
"partition.of.unity.1D","R/synthetic_data_utils.R"
"partition.of.unity.xD","R/synthetic_data_utils.R"
"plot.gaussian_mixture","R/synthetic_data_utils.R"
"plot.gaussian_mixture_data","R/synthetic_data_utils.R"
"plot3D.gaussian_mixture","R/synthetic_data_utils.R"
"print.gaussian_mixture","R/synthetic_data_utils.R"
"print.summary.gaussian_mixture","R/synthetic_data_utils.R"
"qexp.gaussian","R/synthetic_data_utils.R"
"radial.qexp.gaussian","R/synthetic_data_utils.R"
"remove.close.neighbors","R/synthetic_data_utils.R"
"right.asymmetric.bump.fn","R/synthetic_data_utils.R"
"sample.gaussian_mixture","R/synthetic_data_utils.R"
"skewed.gaussian","R/synthetic_data_utils.R"
"summary.gaussian_mixture","R/synthetic_data_utils.R"
"synthetic.1D.spline","R/synthetic_data_utils.R"
"synthetic.mixture.of.gaussians","R/synthetic_data_utils.R"
"synthetic.xD.spline","R/synthetic_data_utils.R"
"test.graph.MS.cx.on.synth.cloud.data","R/synthetic_data_utils.R"
"torus.knot","R/synthetic_data_utils.R"
"v1.torus.knot","R/synthetic_data_utils.R"
"test.disk.feature.distance.association.spt","R/test_disk_feature_distance_association_spt.R"
"test.disk.feature.distance.association","R/test_disk_feature_distance_association.R"
"cluster.cell.trajectories.dtw","R/trajectory_clustering.R"
".make.dist.from.lower","R/trajectory_distances.R"
"frechet.distance.discrete.cost","R/trajectory_distances.R"
"graph.metric.precompute","R/trajectory_distances.R"
"hausdorff.distance.cost","R/trajectory_distances.R"
"lcss.eps.auto.graph","R/trajectory_distances.R"
"lcss.eps.auto.matchrate.graph","R/trajectory_distances.R"
"lcss.length.cost","R/trajectory_distances.R"
"point.dist.matrix","R/trajectory_distances.R"
"traj.dtw.distance","R/trajectory_distances.R"
"traj.frechet.distance.graph","R/trajectory_distances.R"
"traj.lcss.distance.graph","R/trajectory_distances.R"
"traj.local.cost.graph","R/trajectory_distances.R"
"traj.points","R/trajectory_distances.R"
"trajectory.dist","R/trajectory_distances.R"
"cluster.cell.trajectories","R/trajectory_graph_clustering.R"
"trajectory.cluster.vertices","R/trajectory_graph_clustering.R"
".transported.graph.hessian.chart.locality","R/transported_graph_hessian.R"
".transported.graph.hessian.cmdscale.embedding","R/transported_graph_hessian.R"
".transported.graph.hessian.coordinates","R/transported_graph_hessian.R"
".transported.graph.hessian.darts","R/transported_graph_hessian.R"
".transported.graph.hessian.direction.labels","R/transported_graph_hessian.R"
".transported.graph.hessian.distance.stress","R/transported_graph_hessian.R"
".transported.graph.hessian.dropped.soft.record","R/transported_graph_hessian.R"
".transported.graph.hessian.edge.angle.scales","R/transported_graph_hessian.R"
".transported.graph.hessian.edge.angle.scores","R/transported_graph_hessian.R"
".transported.graph.hessian.edge.angle.transport","R/transported_graph_hessian.R"
".transported.graph.hessian.edge.kk.function","R/transported_graph_hessian.R"
".transported.graph.hessian.edge.stress","R/transported_graph_hessian.R"
".transported.graph.hessian.embedding.result","R/transported_graph_hessian.R"
".transported.graph.hessian.exact.transport","R/transported_graph_hessian.R"
".transported.graph.hessian.first.difference","R/transported_graph_hessian.R"
".transported.graph.hessian.gradient.chart.score","R/transported_graph_hessian.R"
".transported.graph.hessian.gradient.coefficients","R/transported_graph_hessian.R"
".transported.graph.hessian.gradient.coefficients.one","R/transported_graph_hessian.R"
".transported.graph.hessian.graph.diameter","R/transported_graph_hessian.R"
".transported.graph.hessian.grip.edge.kk.embedding","R/transported_graph_hessian.R"
".transported.graph.hessian.hop.distances","R/transported_graph_hessian.R"
".transported.graph.hessian.local.chart.diagnostics","R/transported_graph_hessian.R"
".transported.graph.hessian.local.disk","R/transported_graph_hessian.R"
".transported.graph.hessian.local.distance.matrix","R/transported_graph_hessian.R"
".transported.graph.hessian.local.embedding","R/transported_graph_hessian.R"
".transported.graph.hessian.local.scales","R/transported_graph_hessian.R"
".transported.graph.hessian.local.subgraph","R/transported_graph_hessian.R"
".transported.graph.hessian.match.confidence","R/transported_graph_hessian.R"
".transported.graph.hessian.match.gate","R/transported_graph_hessian.R"
".transported.graph.hessian.matrix","R/transported_graph_hessian.R"
".transported.graph.hessian.mds.edge.kk.embedding","R/transported_graph_hessian.R"
".transported.graph.hessian.metric.disk.vertices","R/transported_graph_hessian.R"
".transported.graph.hessian.metric.local.disk","R/transported_graph_hessian.R"
".transported.graph.hessian.metric.local.scale.disk","R/transported_graph_hessian.R"
".transported.graph.hessian.multi.source.distances","R/transported_graph_hessian.R"
".transported.graph.hessian.oracle.gradient.chart","R/transported_graph_hessian.R"
".transported.graph.hessian.pad.embedding","R/transported_graph_hessian.R"
".transported.graph.hessian.probe.residuals","R/transported_graph_hessian.R"
".transported.graph.hessian.quadratic.coefficients","R/transported_graph_hessian.R"
".transported.graph.hessian.quadratic.coefficients.one","R/transported_graph_hessian.R"
".transported.graph.hessian.quadratic.component.table","R/transported_graph_hessian.R"
".transported.graph.hessian.quadratic.design","R/transported_graph_hessian.R"
".transported.graph.hessian.quadratic.diagnostics","R/transported_graph_hessian.R"
".transported.graph.hessian.raw.edge.angle.scores","R/transported_graph_hessian.R"
".transported.graph.hessian.raw.soft.scores","R/transported_graph_hessian.R"
".transported.graph.hessian.regression.gradient.chart.candidate","R/transported_graph_hessian.R"
".transported.graph.hessian.regression.gradient.chart.candidates","R/transported_graph_hessian.R"
".transported.graph.hessian.regression.gradient.transport","R/transported_graph_hessian.R"
".transported.graph.hessian.regression.gradient.transport.local","R/transported_graph_hessian.R"
".transported.graph.hessian.regression.quadratic.transport","R/transported_graph_hessian.R"
".transported.graph.hessian.robust.scale","R/transported_graph_hessian.R"
".transported.graph.hessian.run.edge.kk","R/transported_graph_hessian.R"
".transported.graph.hessian.select.gradient.chart","R/transported_graph_hessian.R"
".transported.graph.hessian.soft.scales","R/transported_graph_hessian.R"
".transported.graph.hessian.soft.scores","R/transported_graph_hessian.R"
".transported.graph.hessian.soft.scores.from.vectors","R/transported_graph_hessian.R"
".transported.graph.hessian.soft.transport","R/transported_graph_hessian.R"
".transported.graph.hessian.soft.transport.local","R/transported_graph_hessian.R"
".transported.graph.hessian.softmax","R/transported_graph_hessian.R"
".transported.graph.hessian.summary","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.disk.rule.candidates","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.edge.angle.args","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.embedding.candidates","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.nonnegative.integer","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.nonnegative.integer.vector","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.optional.nonnegative","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.positive.numeric.scalar","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.positive.numeric.vector","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.probability.scalar","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.soft.args","R/transported_graph_hessian.R"
".transported.graph.hessian.validate.transport.order","R/transported_graph_hessian.R"
".transported.graph.hessian.vector.angle","R/transported_graph_hessian.R"
"print.transported.graph.hessian.operator","R/transported_graph_hessian.R"
"transported.graph.hessian.operator","R/transported_graph_hessian.R"
"compute.tube.lens.corridor","R/tube_lens_corridor.R"
"analyze.categorical.proportions","R/two_factor_analysis.R"
"analyze.weighted.cst","R/two_factor_analysis.R"
"create.latex.table","R/two_factor_analysis.R"
"save_results","R/two_factor_analysis.R"
"summarize.and.test.cst","R/two_factor_analysis.R"
"two.factor.analysis","R/two_factor_analysis.R"
"eigen.ulogit","R/ulogit.R"
"predict.eigen.ulogit","R/ulogit.R"
"print.eigen.ulogit","R/ulogit.R"
"print.ulogit","R/ulogit.R"
"ulogit","R/ulogit.R"
"create.grid.graph","R/uniform_grid_graph.R"
"elapsed.time","R/utils.R"
"map.values.to.palette","R/utils.R"
"signif_df","R/utils.R"
"assign.to.nearest.peak","R/vars_concordance_along_edges.R"
"build.concordance.network","R/vars_concordance_along_edges.R"
"characterize.components","R/vars_concordance_along_edges.R"
"compute.module.metrics","R/vars_concordance_along_edges.R"
"extract.concordance.subgraphs","R/vars_concordance_along_edges.R"
"find.concordance.kcores","R/vars_concordance_along_edges.R"
"find.concordance.modules","R/vars_concordance_along_edges.R"
"find.concordant.paths","R/vars_concordance_along_edges.R"
"find.connected.components","R/vars_concordance_along_edges.R"
"find.density.based.modules","R/vars_concordance_along_edges.R"
"plot_concordance_subgraph","R/vars_concordance_along_edges.R"
"plot.concordance.test","R/vars_concordance_along_edges.R"
"print.concordance.test","R/vars_concordance_along_edges.R"
"relate.concordance.to.basins","R/vars_concordance_along_edges.R"
"test.concordance.bayes","R/vars_concordance_along_edges.R"
"test.concordance.chisq","R/vars_concordance_along_edges.R"
"test.concordance.components","R/vars_concordance_along_edges.R"
"test.edge.concordance","R/vars_concordance_along_edges.R"
"test.module.significance","R/vars_concordance_along_edges.R"
"compute.smoothed.density","R/vertex_density.R"
"compute.vertex.density","R/vertex_density.R"
"compare.mgcp.clusters","R/visualize_mgcp_cluster_single.R"
"export.mgcp.cluster","R/visualize_mgcp_cluster_single.R"
"visualize.mgcp.cluster","R/visualize_mgcp_cluster_single.R"
"visualize.mgcp.clusters","R/visualize_mgcp_clusters.R"
"greedy.NN.transport.distance.1D","R/wasserstein_dist.R"
"wasserstein.distance.1D","R/wasserstein_dist.R"
"wasserstein.ipNNuv","R/wasserstein_dist.R"
"wasserstein1d.test","R/wasserstein_dist.R"
".onLoad","R/zzz.R"
".onUnload","R/zzz.R"
".s3_register","R/zzz.R"
"is_check","R/zzz.R"
"is_valgrind","R/zzz.R"
"safe_cores","R/zzz.R"
